% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=5, Wed Sep  8 14:19:09 2021, <python>{}</python>
1 8 0.4171612884178991 1.1549544225024655 3.8516452049743917 3.8516452049743917e+00 5.287312213936373 7.50180660363666   
2 16 0.39129613675314984 1.359435425674025 2.61945338100011 2.6194533810001102e+00 4.397026653286533 5.880672752451568   
3 24 0.39366266222814594 1.4824619071456926 1.957177549808425 1.9571775498084250e+00 4.623212833507496 6.0969211935981455   
4 32 0.4919123653594628 1.6404761844980786 1.957177549808425 2.2778589350184855e+00 3.245226923918368 4.575736504628007   
5 40 0.521965291013376 1.5367985823608081 1.4101109540283476 1.4101109540283476e+00 2.9123824076299565 3.8985946851288067   
6 48 0.4966234314196329 1.0000400008000108 1.121311351838928 1.1213113518389279e+00 1.9660384420358556 4.809924768628073   
7 56 0.4618872750642555 1.327326924462891 0.6202144121608257 6.2021441216082573e-01 1.6618902847003134 2.5234543643041145   
8 64 0.4358897618729731 1.3474864975456529 0.3916283592902791 3.9162835929027912e-01 1.8037433872693587 3.2171005971286704   
9 72 0.3560751657199978 1.47663951580198 0.3916283592902791 6.6835273592498834e-01 1.0734033967485967 2.80980457533526   
10 80 0.36850320850199964 1.3937399461220918 0.14533899601307693 1.4533899601307693e-01 0.542044726534859 1.4484406857021526   
11 88 0.37997408649121195 1.3915064634870224 0.14533899601307693 2.0371995788697594e-01 0.519627655016222 0.6888664844937497   
12 96 0.3723196748092025 1.5616878214825471 0.060369699909025826 6.0369699909025826e-02 0.3748038142107818 0.5112934080071898   
13 104 0.3351861493133436 1.7015157106251884 0.060369699909025826 2.0970410277128809e-01 0.3581123317308917 0.7758093322160783   
14 112 0.29484689484148235 1.7654468634431497 0.060369699909025826 9.6996097744684789e-02 0.42243554178712406 0.7245165305225586   
15 120 0.292009573160243 1.7510327210924066 0.060369699909025826 6.5910252065432329e-02 0.33484009241382484 0.4835472953982461   
16 128 0.28943293192269937 1.6610886268127643 0.060369699909025826 8.1285101306507582e-02 0.3124493535177629 0.36942807106167325   
17 136 0.2623651833431089 1.6852118219790533 0.060369699909025826 1.0300444288617851e-01 0.2694846049289651 0.4018573914785983   
18 144 0.24485409121734292 1.6133746623370229 0.04389843913058454 4.3898439130584541e-02 0.19413669876874867 0.42712012796820475   
19 152 0.20963272257763127 1.7233053922200683 0.04389843913058454 5.9999761722156986e-02 0.11319800170703984 0.33173079367332436   
20 160 0.194939118916011 1.662482469412793 0.03804209320705115 3.8042093207051153e-02 0.10642756578796862 0.45634018500963   
21 168 0.19120877757874993 1.7025986665890014 0.03804209320705115 6.5093153509015414e-02 0.13073502083150915 0.21927180803879437   
22 176 0.20844674215482464 1.7329777123075825 0.03280410019143002 3.2804100191430020e-02 0.06328559343416715 0.17232697424041216   
23 184 0.1946410898193542 1.89914949284146 0.03280410019143002 4.5319096254382261e-02 0.07859157034533384 0.15163576650589047   
24 192 0.17141728003707435 1.909167504039905 0.002218831993318594 2.2188319933185941e-03 0.06346739787231198 0.1534288227216192   
25 200 0.13633610099207066 1.7046680341330436 0.002218831993318594 4.9479939574444635e-03 0.024166063754547332 0.23010668056204764   
26 208 0.12578613800949784 1.7352832648323038 0.002218831993318594 6.3128646204648666e-03 0.01668452136846044 0.04616296552742498   
27 216 0.10676109921038984 1.8053470172389907 0.002218831993318594 3.1590759997606548e-03 0.01883650409371028 0.044195972215646875   
28 224 0.09166109538958418 1.7067941544184833 0.002218831993318594 7.2769844523087185e-03 0.01384872834481284 0.01778005489103102   
29 232 0.08026183839244729 1.996211414436128 9.953021794122715e-05 9.9530217941227149e-05 0.015254866370876457 0.026466380815700387   
30 240 0.07187533274112988 1.9944161006359993 9.953021794122715e-05 9.8487442736835897e-04 0.004916654170079054 0.010466254665341007   
31 248 0.058208203388858015 2.0605281923998953 9.953021794122715e-05 1.1073235617666121e-03 0.0040043989589222005 0.017763652609692357   
32 256 0.05636289697823455 1.9529873426870112 9.953021794122715e-05 5.3742247753586379e-04 0.0028216856232339185 0.006910470042074648   
33 264 0.054337958513444015 2.0868947736337438 9.953021794122715e-05 6.0345194666648508e-04 0.00417810773233972 0.006190831341969367   
34 272 0.05084650677103202 2.0014711024861525 9.953021794122715e-05 1.9915425864829735e-03 0.003182392530757877 0.0042380450959272386   
35 280 0.04626829377784369 1.9698495871424533 9.953021794122715e-05 1.5989972152718197e-03 0.003982479604190218 0.005868870017928012   
36 288 0.041070914858420744 2.114019759627005 -0.00026065977214469443 -2.6065977214469443e-04 0.0018386094810412825 0.0035203362431221433   
37 296 0.039991248286071944 2.054200756171393 -0.0005345496541970686 -5.3454965419706864e-04 0.0019169604248874044 0.0022263950856697525   
38 304 0.03593837831009335 2.2964662337837836 -0.0005345496541970686 3.6154820150239913e-04 0.001266121160674456 0.002080131999068439   
39 312 0.033121082787997976 2.328113167631879 -0.0005345496541970686 2.8175564628093590e-04 0.0010847338267227938 0.003431743018440697   
40 320 0.03152740716807714 2.2273486117374315 -0.0005345496541970686 4.3223282730560174e-04 0.001843815527204203 0.0022315836993673055   
41 328 0.028204496017340295 2.169218714291131 -0.0005345496541970686 -4.9920654927964627e-05 0.0007354849047604459 0.0012002175633931938   
42 336 0.024394465265671655 2.3644876776620976 -0.0005345496541970686 -1.8454291319467694e-04 0.0006090345145342565 0.0011698725483308449   
43 344 0.02598681192433883 2.3143962379987784 -0.0005345496541970686 1.2030922552971584e-04 0.0010814313563240745 0.001276330977756204   
44 352 0.023368160323584124 2.0538586132824097 -0.0005345496541970686 -2.3676397723506259e-04 0.0010052616853904446 0.0017264461490568985   
45 360 0.021716196455981673 2.076097533389844 -0.0005589213210539946 -5.5892132105399457e-04 0.0008148408458732675 0.0013582334201264245   
46 368 0.022598502545883355 1.985759803158243 -0.0005589213210539946 -3.9046348015319180e-04 0.0004399627507088216 0.001235605958947737   
47 376 0.022911477593638967 2.1365750244576804 -0.0005589213210539946 -1.2136581471188185e-04 0.001035182006581972 0.001572400402744928   
