% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=5, Wed Sep  8 14:19:09 2021
1 8 0.4171612884178991 1.0001810103994877 0.865991757694103 0.3956530529082385 0.40650508406077257 0.3612582373989531 0.4083404099692598 0.41723679894936644
2 16 0.39129613675314984 1.0090753656840221 0.7422753200533302 0.35519504892876536 0.3948472922849298 0.29044946514407594 0.33943315673936036 0.3891387830619181
3 24 0.39366266222814594 0.9926667465649466 0.6696069165623355 0.36847575567102325 0.3907758341581091 0.263599241420309 0.32273634591791384 0.3666765640796793
4 32 0.4919123653594628 1.0789371429284365 0.657697535096219 0.43530372185095234 0.530742522052108 0.3235295501802694 0.3934253979003704 0.4160276738325645
5 40 0.521965291013376 1.0696912473763696 0.696051688005285 0.4509793285900834 0.5583417032312679 0.36331482189003017 0.4320173118985695 0.424599781814913
6 48 0.4966234314196329 1.0000400008000108 1.0 1.0 1.00001000005 1.0000200002000015 1.0000300004500045 1.0000400008000108
7 56 0.4618872750642555 1.1046885685137846 0.8322656220966829 0.8322656220966829 0.9428708246253302 0.9951079863172447 1.002956797838167 1.1046885685137846
8 64 0.4358897618729731 1.0842814519241706 0.8046696229603111 0.8046696229603111 0.9068925574014595 0.9431677950787944 1.006900311828671 1.0842814519241706
9 72 0.3560751657199978 1.1405107652059825 0.772369121238475 0.772369121238475 0.8481939578446428 0.9358179291198495 0.9391323782736538 1.1405107652059825
10 80 0.36850320850199964 1.0389741591313708 0.7454576888767429 0.7454576888767429 0.8373999083808309 0.8948847540308065 0.9295456308646767 1.0389741591313708
11 88 0.37997408649121195 1.0233970809738677 0.7354598112388949 0.7354598112388949 0.8206974921529272 0.8708563310564529 0.9668853545921865 1.0233970809738677
12 96 0.3723196748092025 1.0805655518408877 0.691921610053334 0.691921610053334 0.8107834949112194 0.8308851135854434 0.9397215832762899 1.0805655518408877
13 104 0.3351861493133436 1.1500058514383218 0.6758714270206619 0.6758714270206619 0.7707262573686796 0.7878150972147713 0.8846269724032052 1.1500058514383218
14 112 0.29484689484148235 1.1419350552539551 0.6468249364508428 0.6468249364508428 0.7202800579605652 0.7977379454152153 0.8374180747359712 1.1419350552539551
15 120 0.292009573160243 1.091426779512307 0.6233046169642135 0.6233046169642135 0.7369923178668314 0.7489592726387984 0.806064141005462 1.091426779512307
16 128 0.28943293192269937 1.0327894531843476 0.621754574989792 0.621754574989792 0.736589915263008 0.7522529665773521 0.7948582911989036 1.0327894531843476
17 136 0.2623651833431089 0.9953379407255136 0.5906307609191964 0.5906307609191964 0.6998491271213262 0.7613309444767615 0.8103874916147278 0.9953379407255136
18 144 0.24485409121734292 0.9369489330702374 0.5807385940430216 0.5807385940430216 0.6680009676444669 0.7127820954907772 0.8752804875974175 0.9369489330702374
19 152 0.20963272257763127 0.9373646598952821 0.5439341535905665 0.5439341535905665 0.6654880399372025 0.6990933240535909 0.8461047530212842 0.9373646598952821
20 160 0.194939118916011 0.8959243669344323 0.5389075574739038 0.5389075574739038 0.6075918089568589 0.6869794791884214 0.8201253769234804 0.8959243669344323
